,Survived,Pclass,Sex,Age,Fare,C,Q,S,Size
80,0,3,1,0.2711736617240513,0.017566830077223785,0,0,1,1
81,1,3,1,0.35913546117114853,0.018542765081513996,0,0,1,1
82,1,3,0,0.2586076903744659,0.015200187691820024,0,1,0,1
83,0,1,1,0.3465694898215632,0.09193307740413781,0,0,1,1
84,1,2,0,0.20834380497612465,0.020494635090094415,0,0,1,1
85,1,3,0,0.4093993465694898,0.030937139635999665,0,0,1,4
86,0,3,1,0.19577783362653933,0.06709553154495196,0,0,1,5
87,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
88,1,1,0,0.2837396330736366,0.5133418122566505,0,0,1,6
89,0,3,1,0.2963056044232219,0.015712553569072387,0,0,1,1
90,0,3,1,0.35913546117114853,0.015712553569072387,0,0,1,1
91,0,3,1,0.24604171902488062,0.015330377421392339,0,0,1,1
92,0,1,1,0.572756974114099,0.11940564777490723,0,0,1,2
93,0,3,1,0.32143754712239253,0.04015972542654215,0,0,1,4
94,0,3,1,0.7361146016587082,0.014151057562208049,0,0,1,1
95,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
96,0,1,1,0.8869062578537321,0.06764049365134761,1,0,0,1
97,1,1,1,0.2837396330736366,0.12366716556464086,1,0,0,2
98,1,2,0,0.42196531791907516,0.04489301019734967,0,0,1,2
99,0,2,1,0.42196531791907516,0.050748620223090936,0,0,1,2
100,0,3,0,0.3465694898215632,0.015411575213749284,0,0,1,1
101,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
102,0,1,1,0.2586076903744659,0.15085515328815924,0,0,1,2
103,0,3,1,0.4093993465694898,0.016891873428256675,0,0,1,1
104,0,3,1,0.4596632319678311,0.015468569817999833,0,0,1,3
105,0,3,1,0.3465694898215632,0.015411575213749284,0,0,1,1
106,1,3,0,0.2586076903744659,0.014931805565640218,0,0,1,1
107,1,3,1,0.37170143252073384,0.015175789316712771,0,0,1,1
108,0,3,1,0.4722292033174164,0.015411575213749284,0,0,1,1
109,1,3,0,0.2586076903744659,0.04713766070721715,0,1,0,2
110,0,1,1,0.5853229454636844,0.10149724044618187,0,0,1,1
111,0,3,0,0.17692887660216136,0.028212719478023115,1,0,0,2
112,0,3,1,0.2711736617240513,0.015712553569072387,0,0,1,1
113,0,3,0,0.24604171902488062,0.019177122834302632,0,0,1,2
114,0,3,0,0.20834380497612465,0.028220722145058292,1,0,0,1
115,0,3,1,0.2586076903744659,0.015468569817999833,0,0,1,1
116,0,3,1,0.8806232721789394,0.015126992566498259,0,1,0,1
117,0,2,1,0.35913546117114853,0.04098927018018883,0,0,1,2
118,0,1,1,0.2963056044232219,0.4831284260198326,1,0,0,2
119,0,3,0,0.01985423473234481,0.06104473451835265,0,0,1,7
120,0,2,1,0.2586076903744659,0.1434624456306609,0,0,1,3
121,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
122,0,2,1,0.40311636089469716,0.058694292654020104,1,0,0,2
123,1,2,0,0.40311636089469716,0.025374310111545468,0,0,1,1
124,0,1,1,0.6732847449107816,0.15085515328815924,0,0,1,2
125,1,3,1,0.14551394822819805,0.021942337075458514,1,0,0,2
126,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
127,1,3,1,0.2963056044232219,0.01393967004027879,0,0,1,1
128,1,3,0,0.2586076903744659,0.04364049521284361,1,0,0,3
129,0,3,1,0.5601910027645137,0.013614293309848433,0,0,1,1
130,0,3,1,0.4093993465694898,0.015411575213749284,1,0,0,1
131,0,3,1,0.24604171902488062,0.013760683560491965,0,0,1,1
132,0,3,0,0.5853229454636844,0.028302115124416098,0,0,1,2
133,1,2,0,0.35913546117114853,0.050748620223090936,0,0,1,2
134,0,2,1,0.3088715757728072,0.025374310111545468,0,0,1,1
135,0,2,1,0.2837396330736366,0.02936744577509929,1,0,0,1
136,1,1,0,0.23347574767529528,0.051301584996521765,0,0,1,3
137,0,1,1,0.4596632319678311,0.10364429745562033,0,0,1,2
138,0,3,1,0.19577783362653933,0.01798980030808316,0,0,1,1
139,0,1,1,0.2963056044232219,0.15458810467956932,1,0,0,1
140,0,3,0,0.43453128926866047,0.029757819776815374,1,0,0,3
141,1,3,0,0.2711736617240513,0.015126992566498259,0,0,1,1
142,1,3,0,0.2963056044232219,0.030937139635999665,0,0,1,2
143,0,3,1,0.23347574767529528,0.013175122557917838,0,1,0,1
144,0,2,1,0.22090977632570996,0.022446505098674834,0,0,1,1
145,0,2,1,0.23347574767529528,0.07173122281533045,0,0,1,3
146,1,3,1,0.33400351847197784,0.015216388212891242,0,0,1,1
147,0,3,0,0.10781603417944208,0.06709553154495196,0,0,1,5
148,0,2,1,0.4533802462930384,0.050748620223090936,0,0,1,3
149,0,2,1,0.5224930887157577,0.025374310111545468,0,0,1,1
150,0,2,1,0.6355868308620256,0.02444717185746977,0,0,1,1
151,1,1,0,0.2711736617240513,0.12999454257145598,0,0,1,2
152,0,3,1,0.6921337019351596,0.015712553569072387,0,0,1,1
153,0,3,1,0.5036441316913798,0.028302115124416098,0,0,1,3
154,0,3,1,0.37170143252073384,0.014273049437744325,0,0,1,1
155,0,1,1,0.6355868308620256,0.11980421963065935,1,0,0,2
156,1,3,0,0.19577783362653933,0.015094396337354966,0,1,0,1
157,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
158,0,3,1,0.37170143252073384,0.016908073949327893,0,0,1,1
159,0,3,1,0.03870319175672279,0.13575255909676823,0,0,1,11
160,0,3,1,0.5476250314149284,0.031425107138144774,0,0,1,2
161,1,2,0,0.4973611460165871,0.030741952635141623,0,0,1,1
162,0,3,1,0.32143754712239253,0.015175789316712771,0,0,1,1
163,0,3,1,0.20834380497612465,0.016908073949327893,0,0,1,1
164,0,3,1,0.007288263382759489,0.07746484096553544,0,0,1,6
165,1,3,1,0.10781603417944208,0.04006213192611313,0,0,1,3
166,1,1,0,0.43453128926866047,0.10735285047192313,0,0,1,2
167,0,3,0,0.5601910027645137,0.05445717323939373,0,0,1,6
168,0,1,1,0.37170143252073384,0.050602229972447406,0,0,1,1
169,0,3,1,0.3465694898215632,0.11027245763075773,0,0,1,1
170,0,1,1,0.7612465443578789,0.06538764528744409,0,0,1,1
171,0,3,1,0.04498617743151546,0.056848213999904744,0,1,0,6
172,1,3,0,0.007288263382759489,0.021730754366528396,0,0,1,3
173,0,3,1,0.2586076903744659,0.015468569817999833,0,0,1,1
174,0,1,1,0.6984166876099522,0.05991421140938287,1,0,0,1
175,0,3,1,0.22090977632570996,0.015330377421392339,0,0,1,3
176,0,3,1,0.03870319175672279,0.04970768794751499,0,0,1,5
177,0,1,0,0.6230208595124404,0.05604306762136532,1,0,0,1
178,0,2,1,0.37170143252073384,0.025374310111545468,0,0,1,1
179,0,3,1,0.4470972606182458,0.0,0,0,1,1
180,0,3,0,0.2586076903744659,0.13575255909676823,0,0,1,11
181,0,2,1,0.37170143252073384,0.02937564362913533,1,0,0,1
182,0,3,1,0.10781603417944208,0.061264319894317944,0,0,1,7
183,1,2,1,0.007288263382759489,0.0761229303346364,0,0,1,4
184,1,3,0,0.04498617743151546,0.04298993693898376,0,0,1,3
185,0,1,1,0.37170143252073384,0.09759350042902103,0,0,1,1
186,1,3,0,0.43453128926866047,0.030253985132996517,0,1,0,2
187,1,1,1,0.5601910027645137,0.051822148727810165,0,0,1,1
188,0,3,1,0.4973611460165871,0.030253985132996517,0,1,0,3
189,0,3,1,0.4470972606182458,0.015411575213749284,0,0,1,1
190,1,2,0,0.39683337521990447,0.025374310111545468,0,0,1,1
191,0,2,1,0.23347574767529528,0.025374310111545468,0,0,1,1
192,1,3,0,0.23347574767529528,0.015330377421392339,0,0,1,2
193,1,2,1,0.032420206081930136,0.050748620223090936,0,0,1,3
194,1,1,0,0.5476250314149284,0.05410739813385612,1,0,0,1
195,1,1,0,0.7235486303091229,0.2859895551532101,1,0,0,1
196,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
197,0,3,1,0.5224930887157577,0.01640390592611157,0,0,1,2
198,1,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
199,0,2,0,0.2963056044232219,0.025374310111545468,0,0,1,1
200,0,3,1,0.3465694898215632,0.018542765081513996,0,0,1,1
201,0,3,1,0.37170143252073384,0.13575255909676823,0,0,1,11
202,0,3,1,0.42196531791907516,0.012678957201736696,0,0,1,1
203,0,3,1,0.5664739884393063,0.014102260811993537,1,0,0,1
204,1,3,1,0.22090977632570996,0.015712553569072387,0,0,1,1
205,0,3,0,0.01985423473234481,0.02042143996477265,0,0,1,2
206,0,3,1,0.39683337521990447,0.030937139635999665,0,0,1,2
207,1,3,1,0.32143754712239253,0.036670757786204655,1,0,0,1
208,1,3,0,0.19577783362653933,0.015126992566498259,0,1,0,1
209,1,1,1,0.4973611460165871,0.060507970265993034,1,0,0,1
210,0,3,1,0.2963056044232219,0.013760683560491965,0,0,1,1
211,1,2,0,0.43453128926866047,0.04098927018018883,0,0,1,1
212,0,3,1,0.2711736617240513,0.014151057562208049,0,0,1,1
213,0,2,1,0.37170143252073384,0.025374310111545468,0,0,1,1
214,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,2
215,1,1,0,0.38426740387031916,0.22109807522194713,1,0,0,2
216,1,3,0,0.33400351847197784,0.015468569817999833,0,0,1,1
217,0,2,1,0.5224930887157577,0.05270049023167135,0,0,1,2
218,1,1,0,0.39683337521990447,0.14891148113361488,1,0,0,1
219,0,2,1,0.37170143252073384,0.020494635090094415,0,0,1,1
220,1,3,1,0.19577783362653933,0.015712553569072387,0,0,1,1
221,0,2,1,0.33400351847197784,0.025374310111545468,0,0,1,1
222,0,3,1,0.6355868308620256,0.015712553569072387,0,0,1,1
223,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
224,1,1,1,0.4722292033174164,0.17566830077223786,0,0,1,2
225,0,3,1,0.2711736617240513,0.01824998458022693,0,0,1,1
226,1,2,1,0.23347574767529528,0.020494635090094415,0,0,1,1
227,0,3,1,0.2523247046996733,0.014151057562208049,0,0,1,1
228,0,2,1,0.22090977632570996,0.025374310111545468,0,0,1,1
229,0,3,0,0.2586076903744659,0.04970768794751499,0,0,1,5
230,1,1,0,0.43453128926866047,0.16293234896625058,0,0,1,2
231,0,3,1,0.35913546117114853,0.015175789316712771,0,0,1,1
232,0,2,1,0.7361146016587082,0.026350245115835676,0,0,1,1
233,1,3,0,0.05755214878110078,0.061264319894317944,0,0,1,7
234,0,2,1,0.2963056044232219,0.020494635090094415,0,0,1,1
235,0,3,0,0.2586076903744659,0.014736618564782174,0,0,1,1
236,0,2,1,0.5476250314149284,0.050748620223090936,0,0,1,2
237,1,2,0,0.09525006282985675,0.05123658772523604,0,0,1,3
238,0,2,1,0.23347574767529528,0.020494635090094415,0,0,1,1
239,0,2,1,0.4093993465694898,0.023959204355324663,0,0,1,1
240,0,3,0,0.2586076903744659,0.028212719478023115,1,0,0,2
241,1,3,0,0.2586076903744659,0.030253985132996517,0,1,0,2
242,0,2,1,0.35913546117114853,0.020494635090094415,0,0,1,1
243,0,3,1,0.2711736617240513,0.013907073811135496,0,0,1,1
244,0,3,1,0.37170143252073384,0.014102260811993537,1,0,0,1
245,0,1,1,0.5476250314149284,0.17566830077223786,0,1,0,3
246,0,3,0,0.3088715757728072,0.015175789316712771,0,0,1,1
247,1,2,0,0.2963056044232219,0.028302115124416098,0,0,1,3
248,1,1,1,0.4596632319678311,0.10257896680493714,0,0,1,3
249,0,2,1,0.6732847449107816,0.050748620223090936,0,0,1,2
250,0,3,1,0.37170143252073384,0.014151057562208049,0,0,1,1
251,0,3,0,0.35913546117114853,0.02042143996477265,0,0,1,3
252,0,1,1,0.7738125157074642,0.051822148727810165,0,0,1,1
253,0,3,1,0.37170143252073384,0.031425107138144774,0,0,1,2
254,0,3,0,0.5099271173661724,0.039452172548431745,0,0,1,3
255,1,3,0,0.35913546117114853,0.029757819776815374,1,0,0,3
256,1,1,0,0.43453128926866047,0.15458810467956932,1,0,0,1
257,1,1,0,0.37170143252073384,0.16883675574220638,0,0,1,1
258,1,1,0,0.43453128926866047,1.0,1,0,0,1
259,1,2,0,0.6230208595124404,0.050748620223090936,0,0,1,2
260,0,3,1,0.37170143252073384,0.015126992566498259,0,1,0,1
261,1,3,1,0.032420206081930136,0.061264319894317944,0,0,1,7
262,0,1,1,0.648152802211611,0.1554664461834305,0,0,1,3
263,0,1,1,0.4973611460165871,0.0,0,0,1,1
264,0,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
265,0,2,1,0.4470972606182458,0.020494635090094415,0,0,1,1
266,0,3,1,0.19577783362653933,0.07746484096553544,0,0,1,6
267,1,3,1,0.3088715757728072,0.015175789316712771,0,0,1,2
268,1,1,0,0.7235486303091229,0.2995388511917728,0,0,1,2
269,1,1,0,0.43453128926866047,0.2647385704347907,0,0,1,1
270,0,1,1,0.37170143252073384,0.060507970265993034,0,0,1,1
271,1,3,1,0.3088715757728072,0.0,0,0,1,1
272,1,2,0,0.5099271173661724,0.0380614651673182,0,0,1,2
273,0,1,1,0.4596632319678311,0.057970539254838485,1,0,0,2
274,1,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
275,1,1,0,0.7863784870570495,0.15216446768991498,0,0,1,2
276,0,3,0,0.5601910027645137,0.015126992566498259,0,0,1,1
277,0,2,1,0.37170143252073384,0.0,0,0,1,1
278,0,3,1,0.08268409148027142,0.056848213999904744,0,1,0,6
279,1,3,0,0.43453128926866047,0.03952536767375352,0,0,1,3
280,0,3,1,0.8115104297562201,0.015126992566498259,0,1,0,1
281,0,3,1,0.3465694898215632,0.015330377421392339,0,0,1,1
282,0,3,1,0.19577783362653933,0.018542765081513996,0,0,1,1
283,1,3,1,0.23347574767529528,0.015712553569072387,0,0,1,1
284,0,1,1,0.37170143252073384,0.050748620223090936,0,0,1,1
285,0,3,1,0.4093993465694898,0.016908073949327893,1,0,0,1
286,1,3,1,0.37170143252073384,0.018542765081513996,0,0,1,1
287,0,3,1,0.2711736617240513,0.015411575213749284,0,0,1,1
288,1,2,1,0.5224930887157577,0.025374310111545468,0,0,1,1
289,1,3,0,0.2711736617240513,0.015126992566498259,0,1,0,1
290,1,1,0,0.32143754712239253,0.15390495017656614,0,0,1,1
291,1,1,0,0.23347574767529528,0.17777475888549785,1,0,0,2
292,0,2,1,0.4470972606182458,0.025130326360472913,1,0,0,1
293,0,3,0,0.2963056044232219,0.01727404957593672,0,0,1,1
294,0,3,1,0.2963056044232219,0.015411575213749284,0,0,1,1
295,0,1,1,0.37170143252073384,0.05410739813385612,1,0,0,1
296,0,3,1,0.2900226187484292,0.014110458666029575,1,0,0,1
297,0,1,0,0.01985423473234481,0.29580589980036276,0,0,1,4
298,1,1,1,0.37170143252073384,0.05953203526170282,0,0,1,1
299,1,1,0,0.6230208595124404,0.4831284260198326,1,0,0,2
300,1,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
301,1,3,1,0.37170143252073384,0.04538097769949478,0,1,0,3
302,0,3,1,0.23347574767529528,0.0,0,0,1,1
303,1,2,0,0.2586076903744659,0.024105594605968193,0,1,0,1
304,0,3,1,0.37170143252073384,0.015712553569072387,0,0,1,1
305,1,1,1,0.0062829856747926615,0.29580589980036276,0,0,1,4
306,1,1,0,0.2586076903744659,0.21642978772242535,1,0,0,1
307,1,1,0,0.20834380497612465,0.2125586439344078,1,0,0,2
308,0,2,1,0.37170143252073384,0.04684488020593009,1,0,0,2
309,1,1,0,0.37170143252073384,0.11111839809247648,1,0,0,1
310,1,1,0,0.2963056044232219,0.16231419173453318,1,0,0,1
311,1,1,0,0.22090977632570996,0.5121218935012878,1,0,0,5
312,0,2,0,0.32143754712239253,0.050748620223090936,0,0,1,3
313,0,3,1,0.3465694898215632,0.015411575213749284,0,0,1,1
314,0,2,1,0.5350590600653431,0.05123658772523604,0,0,1,3
315,1,3,0,0.32143754712239253,0.015330377421392339,0,0,1,1
316,1,2,0,0.2963056044232219,0.050748620223090936,0,0,1,2
317,0,2,1,0.6732847449107816,0.027326180120125887,0,0,1,1
318,1,1,0,0.38426740387031916,0.32179836714362564,0,0,1,3
319,1,1,0,0.4973611460165871,0.2625265161540666,1,0,0,3
320,0,3,1,0.2711736617240513,0.014151057562208049,0,0,1,1
321,0,3,1,0.33400351847197784,0.015411575213749284,0,0,1,1
322,1,2,0,0.37170143252073384,0.024105594605968193,0,1,0,1
323,1,2,0,0.2711736617240513,0.056604230248832196,0,0,1,3
324,0,3,1,0.37170143252073384,0.13575255909676823,0,0,1,11
325,1,1,0,0.4470972606182458,0.2647385704347907,1,0,0,1
326,0,3,1,0.7612465443578789,0.012174789178520372,0,0,1,1
327,1,2,0,0.4470972606182458,0.025374310111545468,0,0,1,1
328,1,3,0,0.38426740387031916,0.04006213192611313,0,0,1,3
329,1,1,0,0.19577783362653933,0.11316786160148591,1,0,0,2
330,1,3,0,0.2586076903744659,0.04538097769949478,0,1,0,3
331,0,1,1,0.5664739884393063,0.055628295244541985,0,0,1,1
332,0,1,1,0.4722292033174164,0.2995388511917728,0,0,1,2
333,0,3,1,0.19577783362653933,0.03513366015444757,0,0,1,3
334,1,1,0,0.43453128926866047,0.2608674266467732,0,0,1,2
335,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
336,0,1,1,0.35913546117114853,0.12999454257145598,0,0,1,2
337,1,1,0,0.5099271173661724,0.2625265161540666,1,0,0,1
338,1,3,1,0.5601910027645137,0.015712553569072387,0,0,1,1
339,0,1,1,0.5601910027645137,0.06929138530460492,0,0,1,1
340,1,2,1,0.01985423473234481,0.050748620223090936,0,0,1,3
341,1,1,0,0.2963056044232219,0.5133418122566505,0,0,1,6
342,0,2,1,0.3465694898215632,0.025374310111545468,0,0,1,1
343,0,2,1,0.3088715757728072,0.025374310111545468,0,0,1,1
344,0,2,1,0.4470972606182458,0.025374310111545468,0,0,1,1
345,1,2,0,0.2963056044232219,0.025374310111545468,0,0,1,1
346,1,2,0,0.4973611460165871,0.025374310111545468,0,0,1,1
347,1,3,0,0.43453128926866047,0.031425107138144774,0,0,1,2
348,1,3,1,0.032420206081930136,0.031034733136428686,0,0,1,3
349,0,3,1,0.5224930887157577,0.016908073949327893,0,0,1,1
350,0,3,1,0.2837396330736366,0.01800600082915438,0,0,1,1
351,0,1,1,0.37170143252073384,0.06831545030031472,0,0,1,1
352,0,3,1,0.18321186227695402,0.014110458666029575,1,0,0,3
353,0,3,1,0.3088715757728072,0.034743286152731485,0,0,1,2
354,0,3,1,0.37170143252073384,0.014102260811993537,1,0,0,1
355,0,3,1,0.3465694898215632,0.018542765081513996,0,0,1,1
356,1,1,0,0.2711736617240513,0.10735285047192313,0,0,1,2
357,0,2,0,0.4722292033174164,0.025374310111545468,0,0,1,1
358,1,3,0,0.2586076903744659,0.01537917417160685,0,1,0,1
359,1,3,0,0.2586076903744659,0.01537917417160685,0,1,0,1
360,0,3,1,0.4973611460165871,0.05445717323939373,0,0,1,6
361,0,2,1,0.35913546117114853,0.05410739813385612,1,0,0,2
362,0,3,0,0.5601910027645137,0.028212719478023115,1,0,0,2
363,0,3,1,0.43453128926866047,0.013760683560491965,0,0,1,1
364,0,3,1,0.37170143252073384,0.030253985132996517,0,1,0,2
365,0,3,1,0.37170143252073384,0.014151057562208049,0,0,1,1
366,1,1,0,0.7486805730082935,0.14687821814567664,1,0,0,2
367,1,3,0,0.43453128926866047,0.014110458666029575,1,0,0,1
368,1,3,0,0.2586076903744659,0.015126992566498259,0,1,0,1
369,1,1,0,0.2963056044232219,0.13526459159462315,1,0,0,1
370,1,1,1,0.3088715757728072,0.1082149914547131,1,0,0,2
371,0,3,1,0.22090977632570996,0.012678957201736696,0,0,1,2
372,0,3,1,0.23347574767529528,0.015712553569072387,0,0,1,1
373,0,1,1,0.2711736617240513,0.2647385704347907,1,0,0,1
374,0,3,0,0.032420206081930136,0.04113566043083236,0,0,1,5
375,1,1,0,0.43453128926866047,0.16038672010106,1,0,0,2
376,1,3,0,0.2711736617240513,0.014151057562208049,0,0,1,1
377,0,1,1,0.33400351847197784,0.41282050681475896,1,0,0,3
378,0,3,1,0.24604171902488062,0.007831878409428937,1,0,0,1
379,0,3,1,0.23347574767529528,0.015175789316712771,0,0,1,1
380,1,1,0,0.5224930887157577,0.4440992237022602,1,0,0,1
381,1,3,0,0.007288263382759489,0.030725752114070404,1,0,0,3
382,0,3,1,0.39683337521990447,0.015468569817999833,0,0,1,1
383,1,1,0,0.43453128926866047,0.10149724044618187,0,0,1,2
384,0,3,1,0.37170143252073384,0.015411575213749284,0,0,1,1
385,0,2,1,0.22090977632570996,0.1434624456306609,0,0,1,1
386,0,3,1,0.007288263382759489,0.09154270340242172,0,0,1,8
387,1,2,0,0.4470972606182458,0.025374310111545468,0,0,1,1
388,0,3,1,0.37170143252073384,0.015086393670319786,0,1,0,1
389,1,2,0,0.20834380497612465,0.023422440102965045,1,0,0,1
390,1,1,1,0.4470972606182458,0.23422440102965045,0,0,1,4
391,1,3,1,0.2586076903744659,0.015216388212891242,0,0,1,1
392,0,3,1,0.3465694898215632,0.015468569817999833,0,0,1,3
393,1,1,0,0.2837396330736366,0.22109807522194713,1,0,0,2
394,1,3,0,0.2963056044232219,0.03259622914329302,0,0,1,3
395,0,3,1,0.2711736617240513,0.015216388212891242,0,0,1,1
396,0,3,0,0.38426740387031916,0.015330377421392339,0,0,1,1
397,0,2,1,0.572756974114099,0.050748620223090936,0,0,1,1
398,0,2,1,0.2837396330736366,0.020494635090094415,0,0,1,1
399,1,2,0,0.3465694898215632,0.02469115560854232,0,0,1,1
400,1,3,1,0.4847951746670017,0.015468569817999833,0,0,1,1
401,0,3,1,0.32143754712239253,0.015712553569072387,0,0,1,1
402,0,3,0,0.2586076903744659,0.019177122834302632,0,0,1,2
403,0,3,1,0.3465694898215632,0.030937139635999665,0,0,1,2
404,0,3,0,0.24604171902488062,0.016908073949327893,0,0,1,1
405,0,2,1,0.42196531791907516,0.04098927018018883,0,0,1,2
406,0,3,1,0.6355868308620256,0.015126992566498259,0,0,1,1
407,1,2,1,0.032420206081930136,0.03659756266088288,0,0,1,3
408,0,3,1,0.2586076903744659,0.015175789316712771,0,0,1,1
409,0,3,0,0.2586076903744659,0.04970768794751499,0,0,1,5
